API14,Well Name,Well Number,Lease Name,Operator Alias (Legacy),Operator Company Name,Operator (Reported),Operator Ticker,Field,County/Parish,DI Basin,DI Play,DI Subplay,Formation at Total Depth,Target Formation,Producing Reservoir,Elevation,Elevation Type,Ground Elevation,Measured Depth (TD),True Vertical Depth,Production Type,Well Status,Producing Entity Count,Producing Entity ID,Producing Entity Type,Producing Entity Lease Number,Spud Date,Completion Date,Drill Type,Upper Perforation,Lower Perforation,Gross Perforated Interval,Horizontal Length,DI Lateral Length,First Prod Date,Last Prod Date,Months Produced,Start Date (First Treatment Job),End Date (First Treatment Job),First Test Gas Volume,First Test Oil Volume,First Test Water Volume,First Test Hours Tested,First Test Production Method,First Well Test Date,First Reported Test Type,Last Well Test Date,Last Test Type,Peak BOE,Peak BOE Month No.,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Peak BOE per perforated Ft,Peak Gas per perforated Ft,Peak Oil per perforated Ft,Cum BOE,Cum Gas,Cum Oil,Cum Water,Cum GOR,Cum BCFGE,Cum MMCFGE,Latest Gas,Latest Oil,Latest Water,Latest GOR,2nd Month GOR,First 6 BOE,First 6 Gas,First 6 Oil,First 6 Water,First 6 BOE per perforated Ft,First 6 Gas per perforated Ft,First 6 Oil per perforated Ft,First 12 BOE,First 12 Gas,First 12 Oil,First 12 Water,First 12 MMCFGE,First 12 BOE per perforated Ft,First 12 Gas per perforated Ft,First 12 Oil per perforated Ft,Last 12 Gas,Last 12 Oil,Last 12 Water,AAPG Geologic Province,Play Assessment Basin,State,Section,Township,Range,Quarter Quarter,District,Abstract,Block,Survey,Shallowest Perforation,Deepest Perforation,Gross Perforated Interval (Multiple Prod Entities),Oil Gatherer,Gas Gatherer,Oil Gravity,Gas Gravity,Surface Hole Latitude (WGS84),Surface Hole Longitude (WGS84),Bottom Hole Latitude (WGS84),Bottom Hole Longitude (WGS84)
30015328210000,H B 2 STATE,004,H B 2 STATE,DEVON,DEVON ENERGY,"DEVON ENERGY PRODUCTION COMPANY, LP",DVN,CEDAR CANYON,EDDY (NM),DELAWARE,DELAWARE,,BONE SPRING,BONE SPRING,BONE SPRING,3080.00,KB,3062.00,8401.00,8401.00,OIL,P & A,1,102256071,COM,032437,2003-07-27,2003-08-23,V,8005.00,8132.00,127.00,,127.00,2003-08-01,2014-08-01,133,,,409.00,61.00,231.00,24.00,FLOWING,2003-08-27,InitialPotentialTest,2003-08-27,InitialPotentialTest,1924.00,3,6144.00,3,900.00,3,11.5440,3,15.15,48.38,7.09,60193.30,260138.00,16837.00,137195.00,15450.38,0.3612,361.1600,467.00,10.00,0.00,46700.00,7054.79,8350.33,25784.00,4053.00,15431.00,65.75,203.02,31.91,13301.00,41736.00,6345.00,27057.00,79.8060,104.73,328.63,49.96,16269.0000,302.0000,1967.0000,PERMIAN BASIN,,NM,02,24S,29E,SESW,,,,,8005.00000,8132.00000,127.00,ENTERPRISE CRUDE OIL LLC,ENTERPRISE CRUDE OIL LLC,43.700000,,32.2418250,-103.9580460,32.2417480,-103.9580548
30015328180000,EDSELS WAND WAVER FEE,001,EDSELS WAND WAVER FEE,CONCHO OPERATING,CONOCOPHILLIPS,COG OPERATING LLC,COP,WILDCAT,EDDY (NM),DELAWARE,DELAWARE,,T. MORROW CLASTICS,"ATOKA, SOUTHEAST (GAS)",MULTIPLE,3118.00,KB,3096.00,12820.00,12820.00,GAS,P & A,4,"102255928,105582699,120816127,122864210",MULTIPLE,MULTIPLE,2003-06-23,2003-09-09,V,12533.00,12684.00,151.00,,151.00,2003-09-01,2015-06-01,142,,,1306.00,,142.00,24.00,FLOWING,2003-09-14,InitialPotentialTest,2008-01-21,InitialPotentialTest,7490.83,2,44945.00,2,521.00,54,44.9450,2,49.61,297.65,3.45,63894.13,320719.00,10441.00,167469.00,30717.27,0.3834,383.3650,0.00,7.00,68.00,0.00,,21610.50,129663.00,,10744.00,143.12,858.70,,25137.17,150823.00,,17673.00,150.8230,166.47,998.83,,236.0000,369.0000,14702.0000,PERMIAN BASIN,,NM,06,24S,28E,SWNW,,,,,5660.00000,12541.00000,6881.00,MULTIPLE,MULTIPLE,,,32.2497830,-104.1334380,32.2500294,-104.1331069
30015328100000,BUTTERFINGER FEDERAL COM,001,BUTTERFINGER FEDERAL COM,CONCHO OPERATING,CONOCOPHILLIPS,COG OPERATING LLC,COP,CARLSBAD,EDDY (NM),DELAWARE,DELAWARE,,LOWER MORROW,"MORROW, SOUTH (PRO GAS)","MORROW, SOUTH (PRO GAS)",3134.00,KB,3117.00,12060.00,12060.00,GAS,ACTIVE,1,103028789,COM,308139,2003-06-06,2003-07-22,V,11531.00,11545.00,14.00,,14.00,2003-09-01,2022-12-01,224,,,2150.00,,2.00,24.00,FLOWING,2003-09-21,InitialPotentialTest,2003-09-21,InitialPotentialTest,18177.67,5,108946.00,5,29.00,4,109.0660,5,1298.41,7781.86,2.07,269040.96,1613184.00,177.00,3176.00,9114033.90,1.6142,1614.2460,197.00,,,,11723400.00,72445.67,434278.00,66.00,243.00,5174.69,31019.86,4.71,135099.83,810047.00,92.00,746.00,810.5990,9649.99,57860.50,6.57,8528.0000,,,PERMIAN BASIN,,NM,10,22S,27E,NENE,,,,,11531.00000,11545.00000,14.00,,"DCP OPERATING COMPANY, LP",,,32.4127540,-104.1711270,32.4127745,-104.1710221
30015328090000,C K FEDERAL,002,C K FEDERAL,MARATHON OIL PERMIAN LLC,MARATHON OIL,MARATHON OIL PERMIAN LLC,MRO,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,PENN (GAS),PENN (GAS),MULTIPLE,3501.00,KB,3483.00,12060.00,12060.00,GAS,P & A,2,"103671719,130126623",MULTIPLE,MULTIPLE,2003-06-15,2003-11-04,V,11364.00,11732.00,368.00,,368.00,2003-11-01,2012-03-01,101,,,1130.00,,170.00,24.00,FLOWING,2003-11-17,InitialPotentialTest,2003-11-17,InitialPotentialTest,4095.17,1,24571.00,1,0.00,101,24.5710,1,11.13,66.77,0.00,26430.68,158584.00,0.00,30279.00,,0.1586,158.5840,176.00,0.00,36.00,,,12852.83,77117.00,0.00,7126.00,34.93,209.56,0.00,16162.00,96972.00,0.00,16753.00,96.9720,43.92,263.51,0.00,4385.0000,0.0000,777.0000,PERMIAN BASIN,,NM,08,24S,26E,NWNE,,,,,11364.00000,11732.00000,368.00,MULTIPLE,MULTIPLE,,,32.2361530,-104.3115620,32.2358383,-104.3109572
30015328080000,HARROUN COM,002,HARROUN COM,MARATHON OIL PERMIAN LLC,MARATHON OIL,MARATHON OIL PERMIAN LLC,MRO,DUBLIN RANCH,EDDY (NM),DELAWARE,DELAWARE,,MORROW (GAS),MORROW (GAS),MORROW (GAS),3055.00,KB,3027.00,12720.00,12720.00,GAS,ACTIVE,1,103427786,COM,318211,2003-07-02,2003-10-04,V,12105.00,12250.00,145.00,,145.00,2003-10-01,2022-12-01,227,,,1030.00,3.00,,24.00,FLOWING,2003-10-23,InitialPotentialTest,2003-10-23,InitialPotentialTest,6565.67,2,39394.00,2,30.00,61,39.3940,2,45.28,271.68,0.21,266101.48,1596087.00,87.00,3225.00,18345827.59,1.5966,1596.6090,1364.00,,,,,34368.67,206152.00,10.00,894.00,237.03,1421.74,0.07,66525.17,399091.00,10.00,1354.00,399.1510,458.79,2752.35,0.07,21783.0000,,,PERMIAN BASIN,,NM,33,22S,28E,NWNW,,,,,12105.00000,12250.00000,145.00,,ENTERPRISE FIELD SERVICES L.L.C.,,,32.3546490,-104.0976640,32.3547319,-104.0975935
30015328060000,CRAWFORD 27,004,CRAWFORD 27,CIMAREX,COTERRA ENERGY INC.,CIMAREX ENERGY CO. OF COLORADO,CTRA,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,T. MORROW,WOLFCAMP GAS (ABOLISHED),MULTIPLE,3361.00,KB,3341.00,11690.00,11690.00,GAS,P & A,4,"102256034,125072493,126120897,129784030",MULTIPLE,MULTIPLE,2003-08-07,2006-10-06,V,9764.00,11212.00,1448.00,,1448.00,2006-10-01,2019-04-01,145,,,90.00,,28.00,24.00,FLOWING,2006-11-06,InitialPotentialTest,2010-06-30,InitialPotentialTest,1849.50,45,9417.00,45,280.00,45,11.0970,45,1.28,6.50,0.19,70109.50,376497.00,7360.00,81219.00,51154.48,0.4207,420.6570,25.00,,,,,4766.17,28597.00,0.00,1911.00,3.29,19.75,0.00,8236.33,49418.00,0.00,3084.00,49.4180,5.69,34.13,0.00,9813.0000,203.0000,2514.0000,PERMIAN BASIN,,NM,27,24S,26E,NWNW,,,,,9051.00000,11266.00000,2215.00,MULTIPLE,MULTIPLE,,,32.1938290,-104.2853010,32.1940482,-104.2849276
30015328030000,CHASE 2 STATE COM,003,CHASE 2 STATE COM,DEVON,DEVON ENERGY,"DEVON ENERGY PRODUCTION COMPANY, LP",DVN,CARLSBAD,EDDY (NM),DELAWARE,DELAWARE,,BARNETT,"STRAWN, EAST (GAS)",MULTIPLE,3126.00,KB,3108.00,12000.00,12000.00,GAS,P & A,2,"104603986,125040986",MULTIPLE,MULTIPLE,2004-05-22,2004-07-18,V,11458.00,11614.00,156.00,,156.00,2004-07-01,2021-11-01,178,,,1342.00,,11.00,24.00,FLOWING,2004-07-22,InitialPotentialTest,2010-04-27,InitialPotentialTest,10985.33,2,65912.00,2,237.00,90,65.9120,2,70.42,422.51,1.52,104085.47,619671.00,807.00,6144.00,767869.89,0.6245,624.5130,14.00,,6.00,,,43564.00,261384.00,0.00,390.00,279.26,1675.54,0.00,60936.33,365618.00,0.00,880.00,365.6180,390.62,2343.71,0.00,327.0000,9.0000,6.0000,PERMIAN BASIN,,NM,02,22S,27E,SWSW,,,,,10275.00000,11614.00000,1339.00,MULTIPLE,MULTIPLE,,,32.4181790,-104.1647420,32.4181812,-104.1646282
30015328010000,YATES STATE,002,YATES STATE,FAE II OPERATING LLC,FAE II OPERATING LLC,FAE II OPERATING LLC,,ALACRAN HILLS,EDDY (NM),DELAWARE,DELAWARE,,T. MISS,"ATOKA, SOUTH (G)",MULTIPLE,3288.00,KB,3268.00,11467.00,11467.00,GAS,ACTIVE,2,"104407521,131079859",MULTIPLE,MULTIPLE,2003-11-22,2004-03-24,V,10430.00,10665.00,235.00,,235.00,2004-03-01,2022-12-01,123,,,843.00,1.00,,24.00,FLOWING,2004-04-04,InitialPotentialTest,2004-04-04,InitialPotentialTest,2097.50,2,12585.00,2,50.00,105,12.5850,2,8.93,53.55,0.21,16957.33,100838.00,151.00,263.00,667801.32,0.1017,101.7440,130.00,,,,,6540.67,39244.00,0.00,8.00,27.83,167.00,0.00,9306.67,55840.00,0.00,8.00,55.8400,39.60,237.62,0.00,1628.0000,,,PERMIAN BASIN,,NM,10,21S,27E,SWSW,,,,,10430.00000,10665.00000,235.00,MULTIPLE,MULTIPLE,,,32.4909900,-104.1820980,32.4912208,-104.1822845
30015327950000,ALLEN COM,002,ALLEN COM,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,CARLSBAD,EDDY (NM),DELAWARE,DELAWARE,,"MORROW, SOUTH (PRO GAS)","MORROW, SOUTH (PRO GAS)","MORROW, SOUTH (PRO GAS)",3190.00,KB,3174.00,11830.00,11830.00,GAS,INACTIVE,1,104672704,COM,326524,2003-05-29,2003-10-01,V,10583.00,11757.00,1174.00,,1174.00,2005-02-01,2019-01-01,161,,,797.00,,,24.00,FLOWING,2003-10-06,InitialPotentialTest,2003-10-06,InitialPotentialTest,32006.17,1,190687.00,1,225.00,1,192.0370,1,27.26,162.43,0.19,102707.97,613860.00,398.00,3030.00,1542361.81,0.6162,616.2480,1.00,,,,849500.00,38894.33,231776.00,265.00,519.00,33.13,197.42,0.23,44324.17,264265.00,280.00,572.00,265.9450,37.75,225.10,0.24,4239.0000,,,PERMIAN BASIN,,NM,31,22S,27E,SENE,,,,,10583.00000,11757.00000,1174.00,,,,,32.3512840,-104.2239990,32.3511391,-104.2235957
30015327940000,FREEDOM 31 FEDERAL COM,002,FREEDOM 31 FEDERAL COM,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,SCANLON,EDDY (NM),DELAWARE,DELAWARE,,STRAWN (GAS),STRAWN (GAS),MULTIPLE,3242.00,KB,3224.00,11980.00,11980.00,GAS,INACTIVE,2,"103013897,104184023",MULTIPLE,MULTIPLE,2003-05-29,2003-07-16,V,11788.00,11821.00,33.00,,33.00,2003-07-01,2022-05-01,227,,,1985.00,12.00,317.00,24.00,FLOWING,2003-07-20,InitialPotentialTest,2003-12-24,InitialPotentialTest,10164.67,7,56548.00,7,740.00,7,60.9880,7,308.02,1713.58,22.42,102461.69,588574.00,4366.00,10862.00,134808.52,0.6148,614.7700,11.00,,,,258822.58,19054.17,110107.00,703.00,9419.00,577.40,3336.58,21.30,63471.83,360119.00,3452.00,9680.00,380.8310,1923.39,10912.70,104.61,525.0000,41.0000,15.0000,PERMIAN BASIN,,NM,31,20S,29E,SESW,,,,,10714.00000,11821.00000,1107.00,MULTIPLE,MULTIPLE,,,32.5251270,-104.1183550,32.5251270,-104.1183550
30015327740000,OPL HONOLULU STATE,001,OPL HONOLULU STATE,OCCIDENTAL PETR,OCCIDENTAL PETROLEUM,OCCIDENTAL PERMIAN LTD,OXY,BURTON FLAT,EDDY (NM),DELAWARE,DELAWARE,,MORROW (PRO GAS),MORROW (PRO GAS),MORROW (PRO GAS),3220.00,KB,3201.00,11920.00,11920.00,GAS,ACTIVE,1,103900630,COM,032652,2003-07-19,2003-12-08,V,11458.00,11526.00,68.00,,68.00,2004-02-01,2022-12-01,227,,,848.00,2.00,,24.00,FLOWING,2004-01-05,InitialPotentialTest,2004-01-05,InitialPotentialTest,5944.17,8,35665.00,8,272.00,9,35.6650,8,87.41,524.49,4.00,166650.16,994345.00,926.00,1875.00,1073806.70,0.9999,999.9010,372.00,,,,,23210.50,138135.00,188.00,245.00,341.33,2031.40,2.76,52396.67,311620.00,460.00,245.00,314.3800,770.54,4582.65,6.76,4438.0000,,,PERMIAN BASIN,,NM,23,21S,27E,SWNE,,,,,11458.00000,11526.00000,68.00,OXY USA INC,"DCP OPERATING COMPANY, LP",,,32.4675100,-104.1581960,32.4677445,-104.1579854
30015327730000,REDTAILED HAWK 10 H,001,REDTAILED HAWK 10 H,CONTANGO RESOURCES LLC,CRESCENT ENERGY COMPANY,"CONTANGO RESOURCES, LLC",CRGY,WILLOW LAKE,EDDY (NM),DELAWARE,DELAWARE,,T. CHERRY CANYON 6,"DELAWARE, SW","DELAWARE, SW",2989.22,KB,2971.22,6865.00,4833.09,OIL,TA,1,102262471,COM,330126,2003-05-10,2003-06-08,H,5260.00,6220.00,960.00,2281.65,960.00,2003-06-01,2017-05-01,112,,,53.00,69.00,272.00,24.00,PUMPING,2003-06-30,InitialPotentialTest,2003-06-30,InitialPotentialTest,2423.33,55,3186.00,62,2080.00,55,14.5400,55,2.52,3.32,2.17,83630.06,101094.00,66781.00,264769.00,1513.81,0.5018,501.7800,,67.00,,,968.30,7520.17,7543.00,6263.00,17634.00,7.83,7.86,6.52,11225.33,10706.00,9441.00,25192.00,67.3520,11.69,11.15,9.83,,67.0000,,PERMIAN BASIN,Delaware Basin,NM,10,25S,28E,NENW,,,,,5260.00000,6220.00000,960.00,,,37.000000,,32.1496700,-104.0753250,32.1503263,-104.0826563
30015327680000,GOLD RUSH 31 FEDERAL,004Q,GOLD RUSH 31 FEDERAL,DEVON,DEVON ENERGY,"DEVON ENERGY PRODUCTION COMPANY, LP",DVN,NASH DRAW,EDDY (NM),DELAWARE,DELAWARE,,DELAWARE,DELAWARE,DELAWARE,3130.00,KB,3112.00,7405.00,7357.00,OIL,P & A,1,107185977,COM,318389,2005-03-29,2005-06-24,V,,,,,,2005-06-01,2016-08-01,133,,,20.00,22.00,130.00,24.00,PUMPING,2005-06-25,InitialPotentialTest,2005-06-25,InitialPotentialTest,1567.33,4,7112.00,4,481.00,5,9.4040,4,,,,45923.84,182255.00,15548.00,118564.00,11722.09,0.2755,275.5430,199.00,21.00,255.00,9476.19,7233.33,6305.50,24339.00,2249.00,9712.00,,,,10455.83,40283.00,3742.00,19284.00,62.7350,,,,6159.0000,679.0000,6376.0000,PERMIAN BASIN,,NM,31,23S,30E,SWNE,,,,,3400.00000,3400.00000,0.00,GANDY CORP,"DCP OPERATING COMPANY, LP",,,32.2640300,-103.9178770,32.2644674,-103.9177403
30015327660000,CHASE 2 STATE,002,CHASE 2 STATE,DEVON,DEVON ENERGY,"DEVON ENERGY PRODUCTION COMPANY, LP",DVN,CARLSBAD,EDDY (NM),DELAWARE,DELAWARE,,"WOLFCAMP, EAST (GAS)","WOLFCAMP, EAST (GAS)",MULTIPLE,3135.00,KB,3117.00,12100.00,12100.00,GAS,ACTIVE,2,"102241364,103671686",MULTIPLE,MULTIPLE,2003-06-17,2003-09-08,V,9632.00,11628.00,1996.00,,1996.00,2003-09-01,2022-12-01,231,,,422.00,,22.00,24.00,FLOWING,2003-09-16,InitialPotentialTest,2003-11-30,InitialPotentialTest,2277.67,5,11629.00,7,446.00,112,13.6660,5,1.14,5.83,0.22,256277.11,1353487.00,30696.00,2479.00,44093.27,1.5377,1537.6630,,8.00,,,,10662.33,54776.00,1533.00,1570.00,5.34,27.44,0.77,22398.67,115342.00,3175.00,1716.00,134.3920,11.22,57.79,1.59,47413.0000,507.0000,,PERMIAN BASIN,,NM,02,22S,27E,SWNW,,,,,9632.00000,11628.00000,1996.00,MULTIPLE,MULTIPLE,,,32.4238090,-104.1647570,32.4239393,-104.1647863
30015327520000,MOBIL 12 FEDERAL,002,MOBIL 12 FEDERAL,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,CARLSBAD,EDDY (NM),DELAWARE,DELAWARE,,"MORROW, SOUTH (PRO GAS)","MORROW, SOUTH (PRO GAS)","MORROW, SOUTH (PRO GAS)",3269.00,KB,3250.63,12206.00,12206.00,GAS,ACTIVE,1,103427797,COM,329951,2003-04-30,2003-08-01,V,12022.00,12146.00,124.00,,124.00,2003-11-01,2022-12-01,221,,,2243.00,,3.00,24.00,FLOWING,2003-08-12,InitialPotentialTest,2003-08-12,InitialPotentialTest,5477.33,1,32864.00,1,0.00,159,32.8640,1,44.17,265.03,0.00,106922.32,641534.00,0.00,5919.00,,0.6415,641.5340,338.00,,,,,13788.00,82728.00,0.00,1176.00,111.19,667.16,0.00,27912.00,167472.00,0.00,4705.00,167.4720,225.10,1350.58,0.00,5134.0000,,,PERMIAN BASIN,,NM,12,23S,26E,NWNW,,,,,12022.00000,12146.00000,124.00,,"DCP OPERATING COMPANY, LP",,,32.3253860,-104.2539980,32.3253987,-104.2537319
30015327410000,H B 11 FEDERAL,005,H B 11 FEDERAL,DEVON,DEVON ENERGY,"DEVON ENERGY PRODUCTION COMPANY, LP",DVN,PIERCE CROSSING,EDDY (NM),DELAWARE,DELAWARE,,"BONE SPRING, EAST","BONE SPRING, EAST","BONE SPRING, EAST",3082.00,KB,3064.00,8497.00,8497.00,OIL,P & A,1,103427681,COM,030686,2003-08-04,2003-09-11,V,7956.00,8132.00,176.00,,176.00,2003-09-01,2017-10-01,159,,,444.00,84.00,106.00,24.00,FLOWING,2003-09-20,InitialPotentialTest,2003-09-20,InitialPotentialTest,4460.00,2,20317.00,8,1268.00,1,26.7600,2,25.34,115.44,7.20,115427.81,569141.00,20571.00,61409.00,27667.15,0.6926,692.5670,68.00,,,,15476.73,20514.50,89859.00,5538.00,10595.00,116.56,510.56,31.47,39089.83,189545.00,7499.00,17992.00,234.5390,222.10,1076.96,42.61,509.0000,23.0000,,PERMIAN BASIN,,NM,11,24S,29E,NENW,,,,,7956.00000,8132.00000,176.00,HOLLYFRONTIER REFINING & MARKETING LLC,"DCP OPERATING COMPANY, LP",44.200000,,32.2385520,-103.9581300,32.2384771,-103.9581653
30015327220000,PECOS 36 STATE,001,PECOS 36 STATE,FASKEN O&R,FASKEN OIL & RANCH,FASKEN OIL & RANCH LTD,,AVALON,EDDY (NM),DELAWARE,DELAWARE,,STRAWN (GAS),STRAWN (GAS),MULTIPLE,3258.00,KB,3241.00,10610.00,10610.00,GAS,ACTIVE,2,"103013954,103013971",MULTIPLE,MULTIPLE,2003-04-20,2003-08-15,V,9237.00,10288.00,1051.00,,1051.00,2003-08-01,2022-12-01,232,,,390.00,,6.00,24.00,FLOWING,2003-08-20,InitialPotentialTest,2003-08-20,InitialPotentialTest,1737.50,2,10425.00,2,125.00,4,10.4250,2,1.65,9.92,0.12,94996.87,561341.00,1440.00,1372.00,389820.14,0.5700,569.9810,483.00,,,,,9375.83,53963.00,382.00,220.00,8.92,51.34,0.36,16902.67,97954.00,577.00,349.00,101.4160,16.08,93.20,0.55,6060.0000,,,PERMIAN BASIN,,NM,36,20S,26E,SWNW,,,,,9237.00000,10288.00000,1051.00,MULTIPLE,MULTIPLE,,,32.5318530,-104.3442380,32.5316780,-104.3444846
30015327210100,FEDERAL BN,002,FEDERAL BN,CHEVRON,CHEVRON,CHEVRON U S A INC,CVX,HAPPY VALLEY,EDDY (NM),DELAWARE,DELAWARE,,,,MULTIPLE,3702.00,KB,3682.00,,,GAS,P & A,2,"103427574,103433568",MULTIPLE,MULTIPLE,2003-06-25,2004-11-01,U,,,,2938.99,,2004-11-01,2016-03-01,117,,,,,,,,,,,,524.33,57,3146.00,57,0.00,137,3.1460,57,,,,18363.52,110181.00,0.00,43.00,,0.1102,110.1810,3.00,0.00,0.00,,,8.33,50.00,0.00,0.00,,,,50.00,300.00,0.00,0.00,0.3000,,,,100.0000,0.0000,0.0000,PERMIAN BASIN,,NM,17,22S,26E,SENW,,,,,12124.00000,12312.00000,188.00,MULTIPLE,MULTIPLE,,,32.3933220,-104.3159410,32.3867817,-104.3103531
30015327180000,ESPERANZA 15 STATE COM,002,ESPERANZA 15 STATE COM,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,BURTON FLAT,EDDY (NM),DELAWARE,DELAWARE,,MORROW (PRO GAS),MORROW (PRO GAS),MORROW (PRO GAS),3320.00,KB,3302.00,11835.00,11835.00,GAS,ACTIVE,1,103028951,COM,028493,2003-07-08,2003-10-03,V,11307.00,11468.00,161.00,,161.00,2003-08-01,2022-12-01,233,,,641.00,2.00,30.00,24.00,FLOWING,2003-09-11,InitialPotentialTest,2003-09-11,InitialPotentialTest,6994.33,3,41804.00,3,75.00,9,41.9660,3,43.44,259.65,0.47,273175.62,1634680.00,729.00,3777.00,2242359.40,1.6391,1639.0540,24.00,,,,578800.00,28784.83,171941.00,128.00,1110.00,178.79,1067.96,0.80,58971.67,352402.00,238.00,1459.00,353.8300,366.28,2188.83,1.48,14394.0000,55.0000,65.0000,PERMIAN BASIN,,NM,15,21S,27E,NWNE,,,,,11307.00000,11468.00000,161.00,SCURLOCK PERMIAN LLC,ENTERPRISE FIELD SERVICES L.L.C.,49.000000,,32.4856260,-104.1755290,32.4859171,-104.1759600
30015327150000,H B 2 STATE,003,H B 2 STATE,DEVON,DEVON ENERGY,"DEVON ENERGY PRODUCTION COMPANY, LP",DVN,CEDAR CANYON,EDDY (NM),DELAWARE,DELAWARE,,T. MORROW,BONE SPRING,MULTIPLE,3062.00,KB,3044.00,14083.00,14083.00,GAS,P & A,2,"103433621,104225834",MULTIPLE,MULTIPLE,2003-04-18,2003-07-24,V,13445.00,13560.00,115.00,,115.00,2003-07-01,2014-03-01,125,,,240.00,,11.00,24.00,FLOWING,2003-07-27,InitialPotentialTest,2004-03-04,InitialPotentialTest,1008.67,9,4462.00,9,265.00,9,6.0520,9,8.77,38.80,2.30,29489.22,130693.00,7707.00,15235.00,16957.70,0.1769,176.9350,149.00,9.00,39.00,16555.56,,619.50,3717.00,0.00,213.00,5.39,32.32,0.00,3918.67,20548.00,494.00,2415.00,23.5120,34.08,178.68,4.30,4158.0000,351.0000,1699.0000,PERMIAN BASIN,,NM,02,24S,29E,SWSW,,,,,7963.00000,13560.00000,5597.00,MULTIPLE,MULTIPLE,,,32.2412720,-103.9616700,32.2412089,-103.9616795
30015327070000,FLOYD RI FEDERAL COM,002,FLOYD RI FEDERAL COM,EARTHSTONE OPERATING,EARTHSTONE,"EARTHSTONE OPERATING, LLC",ESTE,HAPPY VALLEY,EDDY (NM),DELAWARE,DELAWARE,,MORROW (GAS),MORROW (GAS),MORROW (GAS),3359.00,KB,3340.99,11830.00,11604.54,GAS,ACTIVE,1,103427725,COM,332556,2003-08-06,2003-10-11,V,11167.00,11181.00,14.00,,14.00,2003-12-01,2022-12-01,227,,,400.00,,,24.00,FLOWING,2003-10-28,InitialPotentialTest,2003-10-28,InitialPotentialTest,1075.50,12,6453.00,12,87.00,13,6.4530,12,76.82,460.93,6.21,66955.94,400026.00,285.00,1134.00,1403600.00,0.4017,401.7360,122.00,,,,,2086.33,12518.00,0.00,113.00,149.02,894.14,0.00,5542.33,33248.00,1.00,259.00,33.2540,395.88,2374.86,0.07,1051.0000,34.0000,1.0000,PERMIAN BASIN,,NM,20,22S,26E,SWNE,,,,,11167.00000,11181.00000,14.00,,ENTERPRISE FIELD SERVICES L.L.C.,,,32.3798450,-104.3125230,32.3804038,-104.3181489
30015327050000,JUNEAU 31 FEE COM,001,JUNEAU 31 FEE COM,BOPCO,EXXON MOBIL,"BOPCO, L.P.",XOM,WILDCAT-015 G-02 S212831L,EDDY (NM),DELAWARE,DELAWARE,,BARNETT,DELAWARE,MULTIPLE,3183.00,KB EST,3166.00,12237.00,12237.00,OIL,P & A,4,"103433763,111925295,124382922,125606641",MULTIPLE,MULTIPLE,2003-08-31,2003-11-05,V,11858.00,11868.00,10.00,,10.00,2003-11-01,2012-04-01,64,,,837.00,,,24.00,FLOWING,2003-11-03,InitialPotentialTest,2010-09-02,InitialPotentialTest,12543.83,3,74363.00,3,266.00,39,75.2630,3,1254.38,7436.30,26.60,102030.05,598140.00,2340.00,29754.00,255615.38,0.6122,612.1800,3.00,0.00,68.00,,535829.27,48148.33,286340.00,425.00,155.00,4814.83,28634.00,42.50,77529.00,461508.00,611.00,325.00,465.1740,7752.90,46150.80,61.10,57.0000,6.0000,662.0000,PERMIAN BASIN,,NM,31,21S,28E,NWSW,,,,,5578.00000,11868.00000,6290.00,MULTIPLE,MULTIPLE,,,32.4347690,-104.1323550,32.4348562,-104.1322095
30015326960000,SOAPBERRY DRAW 7 STATE,001,SOAPBERRY DRAW 7 STATE,FASKEN O&R,FASKEN OIL & RANCH,FASKEN OIL & RANCH LTD,,CATCLAW DRAW,EDDY (NM),DELAWARE,DELAWARE,,"DELAWARE, EAST","DELAWARE, EAST","DELAWARE, EAST",3284.00,KB,3271.00,4000.00,4000.00,OIL,ACTIVE,1,102256008,COM,032136,2003-04-18,2003-05-18,V,3056.00,3213.00,157.00,,157.00,2003-05-01,2022-12-01,221,,,100.00,36.00,130.00,24.00,FLOWING,2003-05-21,InitialPotentialTest,2003-05-21,InitialPotentialTest,1667.50,2,5325.00,2,780.00,2,10.0050,2,10.62,33.92,4.97,79902.85,223343.00,42679.00,655506.00,5233.09,0.4794,479.4170,442.00,86.00,2140.00,5139.53,6826.92,7374.67,22744.00,3584.00,11616.00,46.97,144.87,22.83,11372.83,33677.00,5760.00,20464.00,68.2370,72.44,214.50,36.69,6074.0000,1409.0000,25864.0000,PERMIAN BASIN,,NM,07,21S,26E,NESW,,,,,3056.00000,3213.00000,157.00,ENERGY TRANSFER CRUDE MARKETING LLC,"DCP OPERATING COMPANY, LP",41.400000,,32.4930150,-104.3345870,32.4935204,-104.3344025
